,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
10593,10593,tt0344839,Erotic Nightmare,Wai-Man Cheng,Gau wan ngoc mung,1999-01-01,88,5,214,Horror,Anthony Chau-Sang Wong
10594,10594,tt0345177,Ek Doctor Ki Maut,Tapan Sinha,Ek Doctor Ki Maut,1990-01-01,122,8,1463,Biography,"Tapan Sinha, Shabana Azmi"
10595,10595,tt0345773,Pasan ko ang daigdig,Lino Brocka,Pasan ko ang daigdig,1987-01-01,128,6,134,Drama,"Sharon Cuneta, Sharon Cuneta"
10596,10596,tt0346810,Dislocation,Jianxin Huang,Cuo wei,1986-01-01,85,7,163,Drama,"Zifeng Liu, Zifeng Liu"
10597,10597,tt0347996,Legend of the Sacred Stone,Chris Huang,Sheng shi chuan shuo,2000-01-01,90,6,139,Action,NONE
10598,10598,tt0348087,Spirit Warriors,Chito S. Roño,Spirit Warriors,2000-01-01,101,6,330,Action,"Maynard Marcellano, Vhong Navarro, Joel Torre"
10599,10599,tt0348187,Tejasvini,N. Chandra,Tejasvini,1994-01-01,169,6,107,Action,Amrish Puri
10600,10600,tt0348691,Nuvve Kavali,Vijay K. Bhaskar,Nuvve Kavali,2000-01-01,153,7,604,Romance,Richa Pallod
10601,10601,tt0350475,The Source of Snakes,Nikolay Lebedev,Zmeinyy istochnik,1997-01-01,87,6,340,Drama,"Mikhail Filippov, Dmitriy Maryanov, Sergey Chliyants, Ekaterina Guseva"
10602,10602,tt0350720,City of God,Víctor González,Ciudad de Dios,1997-01-01,87,8,419,Drama,NONE
10603,10603,tt0351998,The Empress Dowager,Han Hsiang Li,Xi tai hou,1989-01-01,100,6,121,Biography,Daoming Chen
10604,10604,tt0352482,Kakkothi Kaavile Appoppan Thaadikal,Kamal,Kakkothi Kaavile Appoppan Thaadikal,1988-01-01,99,7,117,Drama,Revathi
10605,10605,tt0352500,Kudumba Puranam,Sathyan Anthikad,Kudumba Puranam,1988-01-01,128,7,109,Drama,Balachandra Menon
10606,10606,tt0352732,Ponmuttayidunna Tharavu,Sathyan Anthikad,Ponmuttayidunna Tharavu,1988-01-01,122,8,647,Comedy,NONE
10607,10607,tt0353154,Aayushkalam,Kamal,Aayushkalam,1992-01-01,132,6,248,Comedy,NONE
10608,10608,tt0353167,Aham,T. Rajeevnath,Aham,1992-01-01,119,7,199,Drama,Mohanlal
10609,10609,tt0353213,Ayalathe Addeham,Rajasenan,Ayalathe Addeham,1992-01-01,141,6,179,Comedy,Jayaram
10610,10610,tt0353261,BraveStarr: The Legend,Tom Tataranowicz,BraveStarr: The Legend,1988-01-01,91,6,1255,Action,Charlie Adler
10611,10611,tt0353265,"CID Unnikrishnan B.A., B.Ed.",Rajasenan,"CID Unnikrishnan B.A., B.Ed.",1994-01-01,150,6,319,Comedy,Narendra Prasad
10612,10612,tt0353534,High Way,Jayaraj,High Way,1995-01-01,150,5,111,Action,John Edathattil
10613,10613,tt0353619,Keli,Bharathan,Keli,1991-01-01,122,6,116,Crime,Jayaram
10614,10614,tt0353675,Love Birds,P. Vasu,Love Birds,1996-01-01,160,5,149,Romance,Prabhu Deva
10615,10615,tt0353700,Malappuram Haji Mahanaya Joji,Thulasidas,Malappuram Haji Mahanaya Joji,1994-01-01,140,6,181,Comedy,NONE
10616,10616,tt0353739,Mimics Parade,Thulasidas,Mimics Parade,1991-01-01,127,6,147,Comedy,Siddique
10617,10617,tt0353769,My Dear Muthachan,Sathyan Anthikad,My Dear Muthachan,1992-01-01,147,6,121,Comedy,Thilakan
10618,10618,tt0353857,Paithrukam,Jayaraj,Paithrukam,1993-01-01,130,7,300,Drama,Suresh Gopi
10619,10619,tt0353899,Posrednik,Vladimir Potapov,Posrednik,1990-01-01,228,6,229,Action,"Vladimir Chekasin, Dmitri Matveyev, Aleksandr Gorbachev, Olesya Sudzilovskaya"
10620,10620,tt0353975,Sandesham,Sathyan Anthikad,Sandesham,1991-01-01,138,9,4740,Comedy,"Sreenivasan, Mala Aravindan, Sreenivasan"
10621,10621,tt0354057,Sthalathe Pradhana Payyans,Shaji Kailas,Sthalathe Pradhana Payyans,1993-01-01,148,6,103,Action,NONE
10622,10622,tt0354148,Vadakkunokkiyantram,Sreenivasan,Vadakkunokkiyantram,1989-01-01,120,8,2101,Comedy,"N.L. Balakrishnan, Sreenivasan"
10623,10623,tt0354149,Vadhu Doctoranu,K.K. Haridas,Vadhu Doctoranu,1994-01-01,134,6,133,Comedy,Jayaram
10624,10624,tt0354922,Snegithiye,Priyadarshan,Snegithiye,2000-01-01,154,6,332,Drama,Jyotika
10625,10625,tt0355167,Aadyathe Kanmani,Rajasenan,Aadyathe Kanmani,1995-01-01,155,6,211,Comedy,Jayaram
10626,10626,tt0355169,Aaram Thamburan,Shaji Kailas,Aaram Thamburan,1997-01-01,163,8,3592,Action,"Mohanlal, Mohanlal"
10627,10627,tt0355307,The Car,Rajasenan,The Car,1997-01-01,133,5,213,Comedy,Jayaram
10628,10628,tt0355376,Dilliwala Rajakumaran,Rajasenan,Dilliwala Rajakumaran,1996-01-01,132,6,134,Comedy,Oduvil Unnikrishnan
10629,10629,tt0355410,Ee Puzhayum Kadannu,Kamal,Ee Puzhayum Kadannu,1996-01-01,139,6,211,Drama,Oduvil Unnikrishnan
10630,10630,tt0355617,Junior Mandrake,Ramasimhan,Junior Mandrake,1997-01-01,130,7,275,Comedy,NONE
10631,10631,tt0355631,Kaliveedu,Sibi Malayil,Kaliveedu,1996-01-01,126,6,139,Comedy,Jayaram
10632,10632,tt0355663,Krishnagudiyil Oru Pranayakalathu,Kamal,Krishnagudiyil Oru Pranayakalathu,1997-01-01,155,6,299,Comedy,"Vinaya Prasad, Jayaram"
10633,10633,tt0355686,Lelam,Joshiy,Lelam,1997-01-01,180,7,527,Action,"Aranmulla Ponnamma, Suresh Gopi"
10634,10634,tt0355808,Nari Nari Naduma Murari,A. Kodandarami Reddy,Nari Nari Naduma Murari,1989-01-01,137,6,155,Comedy,Nandamuri Balakrishna
10635,10635,tt0355831,Nishkarsha,Sunil Kumar Desai,Nishkarsha,1993-01-01,140,8,211,Action,Vishnuvardhan
10636,10636,tt0356099,Swapna Lokathe Balabhaskaran,Rajasenan,Swapna Lokathe Balabhaskaran,1996-01-01,130,5,168,Comedy,Jayaram
10637,10637,tt0356134,Tom & Jerry,Kaladharan,Tom & Jerry,1995-01-01,134,6,239,Action,NONE
10638,10638,tt0358914,Aavida Maa Aavide,E.V.V. Satyanarayana,Aavida Maa Aavide,1998-01-01,153,6,200,Comedy,Nagarjuna Akkineni
10639,10639,tt0359063,Chanti,Ravi Raja Pinisetty,Chanti,1992-01-01,139,6,244,Drama,Venkatesh Daggubati
10640,10640,tt0359440,Hukumat,Anil Sharma,Hukumat,1987-01-01,130,6,163,Action,NONE
10641,10641,tt0359603,Liktendzirnas,Janis Streics,Liktendzirnas,1997-01-01,104,7,219,Drama,"Janis Streics, Baiba Broka"
10642,10642,tt0359614,Loha,Raj N. Sippy,Loha,1987-01-01,153,6,254,Action,"Karan Kapoor, Dharmendra"
10643,10643,tt0359619,Love 86,Esmayeel Shroff,Love 86,1986-01-01,145,5,112,Drama,Tanuja Samarth
10644,10644,tt0361436,Chhota Chetan,Jijo Punnoose,Chhota Chetan,1998-01-01,103,5,180,Adventure,Satish Kaushik
10645,10645,tt0361516,Dodgeball,Art Jones,Dodgeball,1995-01-01,81,5,117,Comedy,NONE
10646,10646,tt0361661,Gongofer,Bakhyt Kilibayev,Gongofer,1992-01-01,98,6,430,Comedy,"Ivan Martynov, Pyotr Lutsik, Yevgeni Zernov, Viktor Stepanov"
10647,10647,tt0361796,Khatarnaak,Bharat Rangachary,Khatarnaak,1990-01-01,223,5,103,Action,"Bharat Rangachary, Sanjay Dutt"
10648,10648,tt0361818,Kushi,S.J. Suryah,Kushi,2000-01-01,178,7,5820,Comedy,Jyotika
10649,10649,tt0361851,Lorry Driver,Gopal B.,Lorry Driver,1990-01-01,135,6,114,Action,Nandamuri Balakrishna
10650,10650,tt0363535,Coolie No. 1,K. Raghavendra Rao,Coolie No. 1,1991-01-01,146,6,709,Action,Venkatesh Daggubati
10651,10651,tt0363666,Hatya,Kirti Kumar,Hatya,1988-01-01,151,6,464,Action,"Yasmin Khan, Govinda"
10652,10652,tt0364530,Mr. Romeo,K.S. Ravi,Mr. Romeo,1996-01-01,162,5,190,Action,"Crazy Mohan, Prabhu Deva"
10653,10653,tt0364571,Once More,S.A. Chandrashekhar,Once More,1997-01-01,160,6,1347,Comedy,NONE
10654,10654,tt0364733,Veedevadandi Babu,E.V.V. Satyanarayana,Veedevadandi Babu,1997-01-01,138,6,248,Action,NONE
10655,10655,tt0365548,Why Wouldn't We Send a Messenger?,Valeri Chikov,Ne poslat li nam... gontsa?,1998-01-01,99,6,221,Adventure,"Ilona Belyaeva, Valeri Chikov, Mikhail Evdokimov"
10656,10656,tt0365714,Suicide Guide,Erbil Altanay,Samounistuvanje,1996-01-01,97,7,146,Comedy,"Jovica Mihajlovski, Jovica Mihajlovski"
10657,10657,tt0367214,Waaris,Ravindra Peepat,Waaris,1988-01-01,150,6,173,Drama,Smita Patil
10658,10658,tt0367686,Twins at the Zoo,Marie Polednáková,Dva lidi v zoo,1989-01-01,89,5,109,Comedy,"Helena Stáchová, Marie Polednáková, Miroslav Machácek"
10659,10659,tt0368233,Sahasa Veerudu Sagara Kanya,K. Raghavendra Rao,Sahasa Veerudu Sagara Kanya,1996-01-01,139,5,180,Action,"Nagesh, Venkatesh Daggubati"
10660,10660,tt0368400,Vaalee,S.J. Suryah,Vaalee,1999-01-01,158,7,3812,Romance,"Simran, S.J. Suryah, Ajith Kumar"
10661,10661,tt0369000,Stella on Holiday,Þórhildur Þorleifsdóttir,Stella Çð orlofi,1986-01-01,84,7,321,Comedy,"Björgvin Franz Gíslason, Þórhildur Þorleifsdóttir, Edda Björgvinsdóttir, Edda Björgvinsdóttir"
10662,10662,tt0370824,Kailan tama ang mali,Celso Ad. Castillo,Kailan tama ang mali,1986-01-01,103,6,119,Drama,Pilar Pilapil
10663,10663,tt0370938,Maryam and Mitil,Fathali Oveisi,Maryam va Mitil,1993-01-01,100,5,169,Drama,"Jafar Vali, Fathali Oveisi, Niaz Taremi"
10664,10664,tt0371047,Orpheus & Eurydice,Paul Pissanos,Orpheus & Eurydice,2000-01-01,124,5,332,Action,Peter Theiss
10665,10665,tt0371712,The Diamond Ring,Rituparno Ghosh,Hirer Angti,1992-01-01,111,7,208,Drama,Vasant Choudhury
10666,10666,tt0373935,Jaisi Karni Waisi Bharni,Vimal Kumar,Jaisi Karni Waisi Bharni,1989-01-01,168,5,268,Comedy,NONE
10667,10667,tt0374117,Peechha Karro,Pankaj Parashar,Peechha Karro,1986-01-01,114,6,166,Comedy,Ravi Baswani
10668,10668,tt0374342,Yaad Rakhegi Duniya,Deepak Anand,Yaad Rakhegi Duniya,1992-01-01,153,7,123,Drama,Aditya Pancholi
10669,10669,tt0375093,Srabon Megher Din,Humayun Ahmed,Srabon Megher Din,2000-01-01,150,8,2570,Drama,"Meher Afroz Shaon, Meher Afroz Shaon"
10670,10670,tt0377008,You're Under Arrest: The Movie,Junji Nishimura,Taiho shichauzo!,1999-01-01,92,6,192,Action,"Dave Underwood, Mary Anne McGonigal, Michael S. Way, Akiko Hiramatsu"
10671,10671,tt0377321,Aasai,Vasanth,Aasai,1995-01-01,145,7,1519,Drama,"Vasanth, Ajith Kumar"
10672,10672,tt0377643,Chinthavishtayaya Shyamala,Sreenivasan,Chinthavishtayaya Shyamala,1998-01-01,158,8,1459,Comedy,Mammukoya
10673,10673,tt0377845,Ek Chadar Maili Si,Sukhwant Dhadda,Ek Chadar Maili Si,1986-01-01,133,7,145,Drama,Hema Malini
10674,10674,tt0380229,Bolji zivot,Mihailo Vukobratovic,Bolji zivot,1989-01-01,98,7,767,Comedy,"Lidija Vukicevic, Jelica Sretenovic, Marko Nikolic"
10675,10675,tt0380242,Calla,Hae-sung Song,Calla,1999-01-01,98,6,176,Drama,"Ju-hye Ko, Yeong-im Kim"
10676,10676,tt0380290,Da ying jia,Clifton Ko,Da ying jia,2000-01-01,91,5,138,Comedy,Perry Chiu
10677,10677,tt0380565,Pisces,Hyung-tae Kim,Mulgogijari,2000-01-01,98,6,157,Romance,"Ga-Yeon Kim, Jeong-Ah Kim, Mi-yeon Lee"
10678,10678,tt0382157,The South End,Riccardo DiLoreto,Locomotive,1997-01-01,92,7,4613,Action,Ray Victor
10679,10679,tt0383177,Aguner Poroshmoni,Humayun Ahmed,Aguner Poroshmoni,1994-01-01,123,9,3270,Drama,"Bipasha Hayat, Humayun Ahmed, Bipasha Hayat"
10680,10680,tt0385668,Original Dirty Pair: Project Eden,Kôichi Mashimo,Dǽti pea GekijÇï-ban,1987-01-01,81,6,356,Action,"Kyôko Tongû, Shunsuke Takamiya"
10681,10681,tt0386065,Talking Head,Mamoru Oshii,Talking Head,1992-01-01,105,6,447,Drama,"Hirô Oikawa, Hitoshi Matsuyama, Shigeru Chiba"
10682,10682,tt0387445,"Ninjas, Condors 13",Kuo-Ren Wu,"Ninjas, Condors 13",1987-01-01,89,5,169,Action,NONE
10683,10683,tt0389083,Love Me and Do Whatever You Want,Robert Glinski,Kochaj i rÇüb co chcesz,1998-01-01,94,5,137,Comedy,"Marcin Rudzinski, Ola Rosinska, Rafal Olbrychski"
10684,10684,tt0389340,Upper Egyptian in the American University,Saeed Hamed,Sa'eedi fil gamaa el amrekeia,1998-01-01,118,7,2503,Comedy,NONE
10685,10685,tt0390667,Zulm Ki Hukumat,Bharat Rangachary,Zulm Ki Hukumat,1992-01-01,152,5,155,Action,Shakti Kapoor
10686,10686,tt0391903,Dan Kolov - tzaryat na kecha,Mihail Getsov,Dan Kolov - tzaryat na kecha,1999-01-01,194,8,167,Drama,"Iliya Vasilev, Rangel Gerovski, Iliya Vasilev"
10687,10687,tt0392360,Love,Suresh Krishna,Love,1991-01-01,152,6,1548,Drama,"Suresh Krishna, Salman Khan"
10688,10688,tt0395802,Veergati,K.K. Singh,Veergati,1995-01-01,166,5,1755,Action,"Pooja Dadwal, Avtar Gill, Salman Khan"
10689,10689,tt0396176,Poletje v skoljki 2,Tugo Stiglic,Poletje v skoljki 2,1988-01-01,96,5,260,Comedy,Mark Reilly
10690,10690,tt0401312,Downfall,Im Kwon-taek,Chang,1997-01-01,105,6,153,Drama,"Eun-Kyung Shin, Eun-Kyung Shin"
10691,10691,tt0403203,Kiss of Death,Andrei Feher,Kiss of Death,1997-01-01,90,5,109,Thriller,Cristi Harris
10692,10692,tt0405107,Lipstiek Dipstiek,Willie Esterhuizen,Lipstiek Dipstiek,1994-01-01,96,6,113,Comedy,Francois Coertze
10693,10693,tt0406672,Kureyon Shin-chan ankoku tamatama daitsuiseki,Keiichi Hara,Kureyon Shin-chan ankoku tamatama daitsuiseki,1997-01-01,100,6,622,Action,Akiko Yajima
10694,10694,tt0406892,Joker,A.K. Lohithadas,Joker,2000-01-01,148,6,251,Comedy,"A.K. Lohithadas, N.L. Balakrishnan"
10695,10695,tt0406990,Our Yard,Mikael Dovlatyan,Our Yard,1996-01-01,101,8,166,Comedy,"Mikael Dovlatyan, Hrant Tokhatyan, Armen Khostikyan"
10696,10696,tt0407924,Martian Successor Nadesico - The Motion Picture: Prince of Darkness,Tatsuo Satô,KidÇï senkan Nadeshiko: Prince of Darkness,1998-01-01,87,6,285,Action,"Phil Ross, Shiho Kikuchi"
10697,10697,tt0409848,Crayon Shin-chan: Action Kamen vs. Demon,Mitsuru Hongô,Kureyon Shinchan: Action Kamen vs Haigure MaÇï,1993-01-01,93,6,539,Action,Akiko Yajima
10698,10698,tt0410478,Progulka po eshafotu,Isaakas Fridbergas,Progulka po eshafotu,1992-01-01,123,6,108,Fantasy,"Olga Drozdova, Dmitriy Pevtsov"
10699,10699,tt0415984,Our Yard,Mikael Dovlatyan,Our Yard,1998-01-01,138,7,116,Comedy,Hrant Tokhatyan
10700,10700,tt0416729,Through Sunglasses,Mohammad Hossein Latifi,Eynak-e doodi,2000-01-01,98,5,309,Comedy,NONE
10701,10701,tt0417011,Nerukku Ner,Vasanth,Nerukku Ner,1997-01-01,178,7,2377,Action,"Vasanth, Joseph Vijay"
10702,10702,tt0417396,8 ¶« $,Grigoriy Konstantinopolskiy,8 ¶« $,1999-01-01,95,6,372,Comedy,"Angelina Chernova, Grigoriy Konstantinopolskiy, Vladimir Presnyakov, Ivan Okhlobystin"
10703,10703,tt0419787,Hamam in Amersterdam,Saeed Hamed,Hammam fi Amistirdam,1999-01-01,134,6,1999,Comedy,Yousef Ismail
10704,10704,tt0423313,Tahalka,Anil Sharma,Tahalka,1992-01-01,168,5,363,Action,"Firdaus Dadi, Ekta Sohini, Dilip Dhawan, Dharmendra"
10705,10705,tt0424769,Aboud on the Boarder,Sharif Arafah,Aboud ala el hedoud,1999-01-01,105,6,1942,Comedy,"Alaa Waley El Din, Izzat Abu-Of"
10706,10706,tt0424778,Aile Pansiyonu,Kartal Tibet,Aile Pansiyonu,1987-01-01,82,6,168,Comedy,Erdinç Akbas
10707,10707,tt0424830,Batal min warak,Nader Galal,Batal min warak,1988-01-01,90,7,332,Action,"Nader Galal, Youssef Dawood, Othman Abdul Menem"
10708,10708,tt0424846,Billboard,Lukasz Zadrzynski,Billboard,1998-01-01,95,5,168,Thriller,"Justyna Steczkowska, Rafal Mackowiak"
10709,10709,tt0424986,The Headmaster,Sharif Arafah,El Nazer,2000-01-01,120,7,3758,Comedy,"Muhammad Sad, Alaa Waley El Din, Hesham Selim"
10710,10710,tt0426989,Bir Kirik Bebek,Nisan Akman,Bir Kirik Bebek,1987-01-01,88,5,114,Drama,"Sühan Baydar, Dogan Canku"
10711,10711,tt0427235,FatmagǬl'Ǭn SuÇõu Ne,Süreyya Duru,FatmagǬl'Ǭn SuÇõu Ne,1986-01-01,82,5,292,Drama,Menderes Samancilar
10712,10712,tt0427237,Fazilet,Irfan Tözüm,Fazilet,1990-01-01,87,6,163,Drama,"Hülya Avsar, Hülya Avsar"
10713,10713,tt0427336,Hasan Boguldu,Orhan Aksoy,Hasan Boguldu,1990-01-01,89,6,218,Drama,Hülya Avsar
10714,10714,tt0429489,A Ay,Reha Erdem,A Ay,1988-01-01,100,6,1209,Drama,"Nurinisa Yildirim, Ertugrul Ilgin"
10715,10715,tt0429509,Aci DǬnya,Ümit Efekan,Aci DǬnya,1986-01-01,83,6,137,Drama,Selma Sonat
10716,10716,tt0430567,Sarkarnama,Shrabani Deodhar,Sarkarnama,1998-01-01,160,8,108,Drama,Sharvari Jamenis
10717,10717,tt0430989,Darling Darling,Rajasenan,Darling Darling,2000-01-01,155,6,270,Romance,NONE
10718,10718,tt0431640,Awdat mowatin,Mohamed Khan,Awdat mowatin,1986-01-01,100,7,144,Drama,NONE
10719,10719,tt0434857,Coffee & Donuts,Adam Green,Coffee & Donuts,2000-01-01,90,7,123,Comedy,"Kenneth S. O'Brien, Katie Bove"
10720,10720,tt0436165,Chaukat Raja,Sanjay Soorkar,Chaukat Raja,1991-01-01,150,8,246,Drama,Dilip Prabhavalkar
10721,10721,tt0436977,Yalniz Degilsiniz,Mesut Uçakan,Yalniz Degilsiniz,1990-01-01,96,5,128,Drama,Gamze Tunar
10722,10722,tt0439464,Bewafa Sanam,Gulshan Kumar,Bewafa Sanam,1995-01-01,144,5,143,Drama,NONE
10723,10723,tt0439664,Lammas all paremas nurgas,Lembit Ulfsak,Lammas all paremas nurgas,1992-01-01,85,7,319,Comedy,Tõnu Kark
10724,10724,tt0440590,Loha,Kanti Shah,Loha,1997-01-01,160,5,571,Action,Dharmendra
10725,10725,tt0441912,My 1919,Jianzhong Huang,Wo de 1919,1999-01-01,100,7,171,Drama,Daoming Chen
10726,10726,tt0442831,Rui Ka Bojh,Subhash Agrawal,Rui Ka Bojh,1997-01-01,117,8,243,Drama,V.M. Badola
10727,10727,tt0447484,Tatar Ramazan,Melih Gülgen,Tatar Ramazan,1990-01-01,95,7,3317,Drama,Kadir Inanir
10728,10728,tt0454314,Vivekananda,G.V. Iyer,Vivekananda,1998-01-01,240,7,196,Biography,Anupam Kher
10729,10729,tt0454548,Shuto Konsoku Trial,Katsuji Kanazawa,Shuto KÇïsoku toraiaru,1988-01-01,95,7,100,Action,Toru Sakai
10730,10730,tt0456932,Walking After Midnight,Atif Yilmaz,DǬs Gezginleri,1992-01-01,104,6,278,Drama,"Ayça Telirmak, Alp Bugdayci, Meral Oguz, Ayça Telirmak"
10731,10731,tt0457064,Mektup,Ali Özgentürk,Mektup,1997-01-01,100,5,154,Drama,"Ali Özgentürk, Tarik Akan"
10732,10732,tt0457128,Ses,Zeki Ökten,Ses,1986-01-01,81,6,211,Drama,"Ebru Oguz, Tarik Akan"
10733,10733,tt0457920,Goopy Bagha Phire Elo,Sandip Ray,Goopy Bagha Phire Elo,1991-01-01,119,7,850,Family,"Sandip Ray, Rabi Ghosh"
10734,10734,tt0459399,Roaring Across the Horizon,Guoxing Chen,Heng kong chu shi,1999-01-01,111,7,158,Drama,"Guoxing Chen, Ming Gao, Xuejian Li"
10735,10735,tt0460581,A World Upside Down,Ersin Pertan,Tersine DǬnya,1994-01-01,97,6,491,Comedy,"Bobbie Esra Geelmuyden Pertan, Erdinç Akbas"
10736,10736,tt0464849,Yuvakudu,A. Karunakaran,Yuvakudu,2000-01-01,145,6,128,Romance,Sumanth
10737,10737,tt0470381,Jaan Tere Naam,Deepak Balraj Vij,Jaan Tere Naam,1992-01-01,150,5,173,Drama,Ravi Baswani
10738,10738,tt0471268,The Moon Is... The Sun's Dream,Park Chan-wook,Daleun... haega kkuneun kkum,1992-01-01,103,5,364,Crime,Eun-hee Bang
10739,10739,tt0471369,Trio,Park Chan-wook,Saminjo,1997-01-01,100,5,148,Comedy,Kim Bu-seon
10740,10740,tt0475171,The Mystery of Old Parish House,Janis Streics,Vecas pagastmajas misterija,2000-01-01,105,6,122,Drama,"Harijs Kukels, Aurelija Anuzhite, Gundars Abolins"
10741,10741,tt0477602,Crayon Shin-Chan: The Hidden Treasure of the Buri Buri Kingdom,Keiichi Hara,Kureyon Shinchan: Buriburi Ç?koku no hihÇï,1994-01-01,95,6,529,Action,Taeko Kawata
10742,10742,tt0479570,Bullshit,Memduh Ün,Zikkimin KÇôkǬ,1993-01-01,85,7,313,Biography,"Memduh Ün, Ugur Ün, Menderes Samancilar"
10743,10743,tt0482359,GǬlǬn Bittigi Yer,Ismail Günes,GǬlǬn Bittigi Yer,1998-01-01,95,6,163,Drama,"Mümtaz Sevinç, Yagmur Kasifoglu, Ismail Günes, Cüneyt Arkin"
10744,10744,tt0482366,KaÇõiklik Diplomasi,Tunç Basaran,KaÇõiklik Diplomasi,1998-01-01,101,6,212,Drama,"Figen Evren, Nedim Otyam, Aylin Kabasakal, Ayda Aksel"
10745,10745,tt0482389,Gentleman,S. Shankar,Gentleman,1993-01-01,160,7,2552,Action,"Arjun Sarja, Goundamani, Arjun Sarja"
10746,10746,tt0482724,Goodbye Tomorrow,Reis Çelik,HosÇõakal Yarin,1998-01-01,105,6,510,Biography,Tuncer Necmioglu
10747,10747,tt0484010,Yamajaathakudu,Nimmala Shankar,Yamajaathakudu,1999-01-01,140,5,595,Action,Mohan Babu
10748,10748,tt0485204,Duet,K. Balachander,Duet,1994-01-01,156,6,307,Musical,NONE
10749,10749,tt0485205,En Swasa Katre,K.S. Ravi,En Swasa Katre,1999-01-01,156,5,159,Adventure,Santhana Bharathi
10750,10750,tt0485243,Jodi,Praveenkanth,Jodi,1999-01-01,161,6,235,Romance,Prashanth
10751,10751,tt0485270,Ratchakan,Praveenkanth,Ratchakan,1997-01-01,154,6,352,Action,Nagarjuna Akkineni
10752,10752,tt0485701,The Vampire,Yevgeni Tatarsky,Pyushchye krovi,1991-01-01,110,6,218,Horror,Donatas Banionis
10753,10753,tt0488344,Tenussian Vacuvasco,Daryush Shokof,Tenussian Vacuvasco,2000-01-01,85,5,164,Drama,"Daryush Shokof, Taies Farzan"
10754,10754,tt0490518,Banana Paradise,Toon Wang,Xiang jiao tian tang,1989-01-01,116,7,139,Drama,"Shih Chang, Shih Chang"
10755,10755,tt0491772,Ganesh,Tirupati Swamy,Ganesh,1998-01-01,156,7,302,Action,"Gopalakrishna Paruchuri, Kota Srinivasa Rao, Venkatesh Daggubati"
10756,10756,tt0492283,EhmedǦ Xanǩ'den: Mem ǯ Zǩn,Ümit Elçi,EhmedǦ Xanǩ'den: Mem ǯ Zǩn,1991-01-01,83,7,166,Drama,"Erdal Gülver, Levent Güner"
10757,10757,tt0494505,Hummadruz,Hasan Karacadag,Hummadruz,1999-01-01,100,6,486,Horror,"Hasan Karacadag, Münir Akça"
10758,10758,tt0494966,Losers of the Dark City,Orhan Oguz,Kara Kentin Ç?ocuklari,2000-01-01,116,7,240,Adventure,"Nilüfer Açikalin, Metin Kaçan, Ismet Ay, Ogün Sanlisoy"
10759,10759,tt0495627,Shabdavedi,S. Narayan,Shabdavedi,2000-01-01,164,7,163,Action,"Karibasavaiah, Rajkumar"
10760,10760,tt0495753,The Sorceress,Davood Mir-Bagheri,Sahere,1998-01-01,100,5,144,Drama,Vishka Asayesh
10761,10761,tt0497915,Gunda,Kanti Shah,Gunda,1998-01-01,129,7,10730,Action,"Shakti Kapoor, Sapna Sappu, Rami Reddy, Harish Patel"
10762,10762,tt0756308,Kadinin Adi Yok,Atif Yilmaz,Kadinin Adi Yok,1988-01-01,92,6,410,Drama,"Arif Akkaya, Hale Soygazi"
10763,10763,tt0757929,Hanako of the Toilet,Yukihiko Tsutsumi,Shinsei toire no Hanako-san,1998-01-01,95,5,119,Horror,"Satomi Ishii, Hiroiki Ariyoshi"
10764,10764,tt0780033,Golnar,Kambuzia Partovi,Golnar,1989-01-01,85,6,232,Adventure,Shahla Riahi
10765,10765,tt0780061,Redhat and Cousin,Iraj Tahmasb,Kolah ghermezi va pesar khale,1995-01-01,92,8,4735,Adventure,Morteza Ahmadi
10766,10766,tt0780123,O-Negative,Pinyo Roothum,Rak awk baep mai dai,1998-01-01,104,7,119,Drama,Shahkrit Yamnarm
10767,10767,tt0780131,Journey to Chazzabeh,Rasool Mollagholi Poor,Safar be Chazabeh,1996-01-01,84,5,189,War,Keyvan Mahmoodnezhad
10768,10768,tt0784145,The Boy Who Saw the Wind,Kazuki Ômori,Kaze wo mita shÇïnen,2000-01-01,97,6,208,Action,"Hiro Tsunoda, C.W. Nicole, Yumi Adachi"
10769,10769,tt0785000,Red,Fereydoun Jeyrani,Ghermez,1999-01-01,89,6,1406,Crime,"Hediyeh Tehrani, Hediyeh Tehrani"
10770,10770,tt0788164,Virgins from Hell,Ackyl Anwari,Perawan di Sarang Sindikat,1987-01-01,93,5,304,Action,NONE
10771,10771,tt0793572,The 29th Night,Hamid Rakhshani,Shab-e bist o nohom,1989-01-01,119,6,245,Horror,Soosan Dinmohammad
10772,10772,tt0810469,Vaanathaipola,Vikraman,Vaanathaipola,2000-01-01,150,7,364,Drama,"Vikraman, Vijayakanth"
10773,10773,tt0821752,The Viper,Mohamad Reza Aalami,Af'i,1993-01-01,105,5,116,Action,"Farhad Khanmohammadi, Jamshid Hashempur"
10774,10774,tt0826076,Heeva,Rasool Mollagholi Poor,Heeva,1999-01-01,110,5,131,Drama,NONE
10775,10775,tt0826089,Kani Manga,Seifollah Dad,Kani-manga,1988-01-01,115,6,120,Action,"Seifollah Dad, Faramarz Gharibian"
10776,10776,tt0830863,The Bride,Behruz Afkhami,Aroos,1991-01-01,90,5,465,Drama,NONE
10777,10777,tt0834153,Rowdy Mogudu,Mohan Gandhi,Rowdy Mogudu,1993-01-01,129,8,192,Action,Mohan Babu
