,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
3154,tt0104114,The Distinguished Gentleman,Jonathan Lynn,The Distinguished Gentleman,1992-01-01,112,5,16441,Comedy,"Mel Owens, Renée Roqué, Sonny Jim Gaines, Eddie Murphy"
3159,tt0104139,Dr. Giggles,Manny Coto,Dr. Giggles,1992-01-01,95,5,6640,Comedy,"Keith Diamond, Philip Mayor, Larry Drake"
3162,tt0104155,Dust Devil,Richard Stanley,Dust Devil,1992-01-01,115,6,5539,Horror,"John Matshikiza, Robert John Burke"
3163,tt0104181,Wuthering Heights,Peter Kosminsky,Wuthering Heights,1992-01-01,105,6,13838,Drama,"Jonathan Firth, Paul Geoffrey, Sophie Ward, Juliette Binoche"
3164,tt0104187,Encino Man,Les Mayfield,Encino Man,1992-01-01,88,5,43183,Comedy,"Hoyt Axton, Wanda Acuna, Pauly Shore, Sean Astin"
3166,tt0104201,Equinox,Alan Rudolph,Equinox,1992-01-01,110,5,1317,Crime,"Abdullah Ibrahim, Jack DeJohnette, David Broderson, Matthew Modine"
3169,tt0104215,Excessive Force,Jon Hess,Excessive Force,1993-01-01,87,5,1425,Action,"Paula Anglin, Thomas Ian Griffith"
3173,tt0104231,Far and Away,Ron Howard,Far and Away,1992-01-01,140,6,65573,Adventure,"Barbara Babcock, Clint Howard, Michelle Johnson, Tom Cruise"
3174,tt0104237,Damage,Louis Malle,Damage,1992-01-01,111,6,19128,Drama,"Jason Morell, Simon Relph, Francine Stock, Jeremy Irons"
3178,tt0104257,A Few Good Men,Rob Reiner,A Few Good Men,1992-01-01,138,7,271238,Drama,"James Marshall, Noah Wyle, J.T. Walsh, Tom Cruise"
3180,tt0104265,Final Analysis,Phil Joanou,Final Analysis,1992-01-01,124,5,14749,Drama,"Wood Moy, Phil Joanou, Tessa Koning-Martinez, Richard Gere"
3181,tt0104279,Flodder in Amerika!,Dick Maas,Flodder in Amerika!,1992-01-01,120,5,4905,Comedy,"Lou Landré, Gene D'Onofrio, Amanda Redington, Huub Stapel"
3182,tt0104283,Folks!,Ted Kotcheff,Folks!,1992-01-01,107,5,2714,Comedy,"Dave Koz, Kevin Chevalia, Joseph Wayne Miller, Tom Selleck"
3184,tt0104291,Forever Young,Steve Miner,Forever Young,1992-01-01,102,6,48518,Drama,"Cody Burger, John Bourg, George Wendt, Mel Gibson"
3186,tt0104299,Freejack,Geoff Murphy,Freejack,1992-01-01,110,5,16756,Action,"Paul Barrere, George Coleman, Jerry Hall, Emilio Estevez"
3190,tt0104321,Gas Food Lodging,Allison Anders,Gas Food Lodging,1992-01-01,101,6,4226,Drama,"Allison Anders, Carl Colpaert, Brooke Adams"
3193,tt0104346,Gladiator,Rowdy Herrington,Gladiator,1992-01-01,101,6,9738,Action,"Cie Allman, Harve Kolzow, Raul Salinas, James Marshall"
3194,tt0104348,Glengarry Glen Ross,James Foley,Glengarry Glen Ross,1992-01-01,100,7,109327,Crime,"Jack Lemmon, Alec Baldwin, James Foley, Al Pacino"
3195,tt0104350,The Best Intentions,Bille August,Den goda viljan,1992-01-01,180,7,3342,Biography,"Pernilla August, Pia Bergendahl, Lars StÃ¥lberg, Samuel Fröler"
3197,tt0104352,Godzilla and Mothra: The Battle for Earth,Takao Okawara,Gojira vs. Mosura,1992-01-01,102,6,5036,Action,"Yoshiko Tanaka, Keiko Imamura, Tetsuya Bessho"
3199,tt0104362,Grand Tour: Disaster in Time,David Twohy,Timescape,1991-01-01,99,6,2765,Mystery,"Robert Colbert, Jeff Daniels"
3201,tt0104376,The Gun in Betty Lou's Handbag,Allan Moyle,The Gun in Betty Lou's Handbag,1992-01-01,89,5,1740,Comedy,"Cordell Jackson, Barry Hannah, Eric Thal, Penelope Ann Miller"
3202,tt0104377,Guncrazy,Tamra Davis,Guncrazy,1992-01-01,97,5,2543,Crime,"Phyllis Boyens, Tolley Casparis, Drew Barrymore"
3204,tt0104389,The Hand that Rocks the Cradle,Curtis Hanson,The Hand That Rocks the Cradle,1992-01-01,110,6,46226,Drama,"Rebecca De Mornay, Curtis Hanson, Annabella Sciorra"
3209,tt0104409,Hellraiser III: Hell on Earth,Anthony Hickox,Hellraiser III: Hell on Earth,1992-01-01,97,5,32986,Horror,"Gregg Giuffria, Brent Bolthouse, Terry Farrell"
3210,tt0104412,Hero,Stephen Frears,Hero,1992-01-01,119,6,22956,Comedy,"Robert Munns, Susie Cusack, Dustin Hoffman"
3212,tt0104418,Highway to Hell,Ate de Jong,Highway to Hell,1991-01-01,94,6,4982,Adventure,"Lita Ford, Patrick Bergin"
3214,tt0104427,Hoffa,Danny DeVito,Hoffa,1992-01-01,140,6,23895,Biography,"Robin Eurich, Willy Rizzo, Jack Nicholson"
3216,tt0104431,Home Alone 2: Lost in New York,Chris Columbus,Home Alone 2: Lost in New York,1992-01-01,120,6,372674,Adventure,"Clare Hoak, Jedidiah Cohen, Brenda Fricker, Macaulay Culkin"
3217,tt0104438,Honeymoon in Vegas,Andrew Bergman,Honeymoon in Vegas,1992-01-01,96,5,18561,Comedy,"Joanna Lipari, Burton Gilliam, Jeff Kay, James Caan"
3219,tt0104452,HouseSitter,Frank Oz,Housesitter,1992-01-01,102,6,25832,Comedy,"Laurel Cronin, Heywood Hale Broun, George Gonneau, Steve Martin"
3220,tt0104454,Howards End,James Ivory,Howards End,1992-01-01,142,7,33830,Drama,"Luciana Arrighi, Richard Robbins, Vanessa Redgrave, Anthony Hopkins"
3225,tt0104466,Husbands and Wives,Woody Allen,Husbands and Wives,1992-01-01,108,7,30011,Comedy,"Merv Bloch, Judy Davis, Woody Allen"
3226,tt0104467,Hyenas,Djibril Diop Mambéty,HyÇùnes,1992-01-01,110,7,1188,Comedy,"Djibril Diop Mambéty, Mamadou Mahourédia Gueye, Issa Samb"
3235,tt0104503,In the Soup,Alexandre Rockwell,In the Soup,1992-01-01,96,7,4087,Comedy,"Seymour Cassel, Tessie Hogan, David Alberico, Steve Buscemi"
3237,tt0104507,Indochine,Régis Wargnier,Indochine,1992-01-01,160,7,10423,Drama,"Alain Belmondo, Henri Marteau, Linh-Dan Pham, Catherine Deneuve"
3239,tt0104511,Innocent Blood,John Landis,Innocent Blood,1992-01-01,112,6,10522,Action,"Katrina Witt, Lamont Arnold, Anne Parillaud"
3241,tt0104522,Into the West,Mike Newell,Into the West,1992-01-01,97,7,3040,Adventure,"Mike Newell, Ciarán Fitzgerald, Rúaidhrí Conroy, Gabriel Byrne"
3242,tt0104545,"JamÇün, JamÇün",Bigas Luna,JamÇün JamÇün,1992-01-01,95,6,14274,Comedy,"Bigas Luna, Gloria Martí, Manuel Lombardero, Penélope Cruz"
3243,tt0104549,Jennifer 8,Bruce Robinson,Jennifer Eight,1992-01-01,124,6,17602,Crime,"Dalton Fisher, Andy Garcia"
3244,tt0104550,Jersey Girl,David Burton Morris,Jersey Girl,1992-01-01,95,6,1682,Comedy,"David Hallyday, Jami Gertz"
3245,tt0104553,"All's Well, Ends Well",Clifton Ko,Ga yau hei si,1992-01-01,100,7,2389,Comedy,Leslie Cheung
3246,tt0104558,Supercop,Stanley Tong,Ging chaat goo si III: Chiu kup ging chaat,1992-01-01,96,6,22722,Action,"Julie Inouye, Philip Chan, Jackie Chan"
3248,tt0104561,Jo Jeeta Wohi Sikandar,Mansoor Khan,Jo Jeeta Wohi Sikandar,1992-01-01,174,8,23688,Comedy,"Nasir Hussain, Faisal Khan, Aamir Khan"
3249,tt0104567,Johnny Suede,Tom DiCillo,Johnny Suede,1991-01-01,97,5,4290,Comedy,"Rob Hallenbake, Wayne Maugans, Brad Pitt"
3253,tt0104573,Juice,Ernest R. Dickerson,Juice,1992-01-01,95,7,28327,Action,"Omar Epps, Vin Rock, Darien Berry, Omar Epps"
3254,tt0104575,Just Another Girl on the I.R.T.,Leslie Harris,Just Another Girl on the I.R.T.,1992-01-01,92,6,1228,Drama,"Ariyan A. Johnson, Nicholas B. Carter, Ariyan A. Johnson"
3256,tt0104581,JÇônssonligan & den svarta diamanten,Hans Åke Gabrielsson,JÇônssonligan & den svarta diamanten,1992-01-01,104,5,2938,Comedy,"Karl Erik Andersen, Björn Gustafson, Ulf Brunnberg"
3258,tt0104602,Kein Pardon,Hape Kerkeling,Kein Pardon,1993-01-01,97,7,2148,Comedy,"Hape Kerkeling, Lena Brand, Achim Hagemann, Hape Kerkeling"
3260,tt0104607,Khuda Gawah,Mukul Anand,Khuda Gawah,1992-01-01,193,6,2103,Action,"Kiran Kumar, Mukul Anand, Shilpa Shirodkar, Amitabh Bachchan"
3264,tt0104627,Knight Moves,Carl Schenkel,Knight Moves,1992-01-01,116,6,8872,Crime,"Elizabeth Baldwin, Monica Marko, Christopher Lambert"
3272,tt0104647,Kuffs,Bruce A. Evans,Kuffs,1992-01-01,102,5,11149,Action,"Karole Armitage, Pat MacDonald, Christian Slater"
3273,tt0104652,Porco Rosso,Hayao Miyazaki,Kurenai no buta,1992-01-01,94,7,93092,Adventure,"Reizô Nomoto, Bobby Edner, Tatsuyuki Jinnai, Shûichirô Moriyama"
3276,tt0104658,L.627,Bertrand Tavernier,L.627,1992-01-01,145,7,2081,Crime,"Thierry Desroses, Didier Bezace, Laurentine Milebo"
3277,tt0104662,The Dark Side of the Heart,Eliseo Subiela,El lado oscuro del corazÇün,1992-01-01,127,7,3929,Comedy,"Altemar Dutra, Sandra Ballesteros, Jean Pierre Reguerraz, Darío Grandinetti"
3278,tt0104663,The Stolen Children,Gianni Amelio,Il ladro di bambini,1992-01-01,114,7,2763,Crime,"Renato Pareti, Enrico Riccardi, Celeste Brancato, Enrico Lo Verso"
3280,tt0104670,Ladybugs,Sidney J. Furie,Ladybugs,1992-01-01,90,5,10095,Comedy,"Jonathan Brandis, Vanessa Monique Rossel, Rodney Dangerfield"
3285,tt0104684,Hard Boiled,John Woo,Lat sau san taam,1992-01-01,128,7,51829,Action,"John Woo, Philip Chan, Phillip Chung-Fung Kwok, Chow Yun-Fat"
3287,tt0104691,The Last of the Mohicans,Michael Mann,The Last of the Mohicans,1992-01-01,112,7,175837,Action,"Madeleine Stowe, Daniel Day-Lewis, Philip Dunne"
3288,tt0104692,The Lawnmower Man,Brett Leonard,The Lawnmower Man,1992-01-01,108,5,37197,Horror,"John Laughlin, Brett Leonard, Rosalee Mayeux, Jeff Fahey"
3289,tt0104693,Laws of Gravity,Nick Gomez,Laws of Gravity,1992-01-01,100,6,1125,Crime,"Bob Gosse, Nick Gomez, Peter Greene"
3290,tt0104694,A League of Their Own,Penny Marshall,A League of Their Own,1992-01-01,128,7,112761,Comedy,"Geena Davis, Madonna, Don S. Davis, Tom Hanks"
3291,tt0104695,Leap of Faith,Richard Pearce,Leap of Faith,1992-01-01,108,6,13717,Comedy,"Sean Altman, David L. Emmons, Angela Blair, Steve Martin"
3292,tt0104697,Leaving Normal,Edward Zwick,Leaving Normal,1992-01-01,110,6,1545,Comedy,"Ashlee Buhler, Christine Lahti"
3293,tt0104714,Lethal Weapon 3,Richard Donner,Lethal Weapon 3,1992-01-01,118,6,172241,Action,"Vince Howard, Christian Capobianco, Danny Glover, Mel Gibson"
3297,tt0104743,Live Wire,Christian Duguay,Live Wire,1992-01-01,85,5,3720,Action,"Tracy Tweed, David Man, Pierce Brosnan"
3298,tt0104745,The Living End,Gregg Araki,The Living End,1992-01-01,81,6,3461,Comedy,"Mark Finch, Nicole Dillenberg"
3301,tt0104753,The Long Day Closes,Terence Davies,The Long Day Closes,1992-01-01,85,7,3660,Biography,Isobel Buchanan
3303,tt0104756,Lorenzo's Oil,George Miller,Lorenzo's Oil,1992-01-01,129,7,23262,Biography,"Nora Dunfee, Matthew Best, Chiara Meloni, Nick Nolte"
3304,tt0104759,The Lost World,Timothy Bond,The Lost World,1992-01-01,99,5,1247,Adventure,"Ian Yule, John Rhys-Davies"
3305,tt0104765,Love Field,Jonathan Kaplan,Love Field,1992-01-01,105,6,4176,Drama,"Moses Gibson, Caroline Goodwyn, Roger Bennett, Michelle Pfeiffer"
3307,tt0104770,Royal Tramp,Jing Wong,Luk ding gei,1992-01-01,106,7,3903,Action,"Louis Cha, Man Cheung, Vivian Chen, Stephen Chow"
3308,tt0104771,Royal Tramp II,Jing Wong,Luk ting kei II: San lung gau,1992-01-01,93,7,2859,Action,"Vivian Chen, Ken Tong, Stephen Chow"
3309,tt0104774,A Place in the World,Adolfo Aristarain,Un lugar en el mundo,1992-01-01,120,7,2645,Drama,José Sacristán
3312,tt0104779,Bitter Moon,Roman Polanski,Bitter Moon,1992-01-01,139,7,40435,Drama,"Tonino Delli Colli, Victor Banerjee, Peter Coyote, Hugh Grant"
3313,tt0104782,Leolo,Jean-Claude Lauzon,LǸolo,1992-01-01,107,7,7170,Comedy,"Roland Blouin, Pierre Bourgault, Maxime Collin"
3317,tt0104797,Malcolm X,Spike Lee,Malcolm X,1992-01-01,202,7,97407,Biography,"Spike Lee, Veronica Webb, Howard 'Stick' Baines, Denzel Washington"
3318,tt0104798,Maledetto il giorno che t'ho incontrato,Carlo Verdone,Maledetto il giorno che t'ho incontrato,1992-01-01,112,6,1682,Comedy,"Giancarlo Dettori, Carlo Verdone"
3320,tt0104802,The Mambo Kings,Arne Glimcher,The Mambo Kings,1992-01-01,104,6,5729,Drama,"Armand Assante, Jose Alberto, Arne Glimcher, Armand Assante"
3323,tt0104812,Map of the Human Heart,Vincent Ward,Map of the Human Heart,1992-01-01,109,7,3319,Adventure,"Anne Parillaud, Clotilde Courau, Annie Galipeau, Jason Scott Lee"
3324,tt0104815,El Mariachi,Robert Rodriguez,El mariachi,1992-01-01,81,6,68827,Action,"Robert Rodriguez, María Castillo"
3330,tt0104839,Medicine Man,John McTiernan,Medicine Man,1992-01-01,106,6,24004,Adventure,"Lorraine Bracco, José Lavat, Sean Connery"
3331,tt0104850,Memoirs of an Invisible Man,John Carpenter,Memoirs of an Invisible Man,1992-01-01,99,6,25790,Comedy,"Jay Gerber, Chevy Chase"
3333,tt0104860,We Are Not Angels,Srdjan Dragojevic,Mi nismo andjeli,1992-01-01,98,8,9070,Comedy,"Jugoslava Draskovic, Uros Djuric, Dejan Matic, Nikola Kojo"
3334,tt0104868,The Mighty Ducks,Stephen Herek,The Mighty Ducks,1992-01-01,104,6,68424,Comedy,"Dale Dunham, Hal Fort Atkinson III, Brandon Quintin Adams, Emilio Estevez"
3335,tt0104870,Mikey,Dennis Dimster,Mikey,1992-01-01,92,5,2974,Horror,"Diana Lamb, Brian Bonsall"
3337,tt0104874,Minbo,Jûzô Itami,MinbÇï no onna,1992-01-01,123,7,1019,Comedy,"Yasuo Daichi, Takehiro Murata, Nobuko Miyamoto"
3338,tt0104879,Miracle Beach,Skott Snider,Miracle Beach,1992-01-01,88,5,1739,Comedy,"Gary Grant, Rock Deadrick, Dean Cameron"
3339,tt0104892,Mistress,Barry Primus,Mistress,1992-01-01,110,5,2312,Comedy,"Tuesday Knight, Robert Wuhl"
3340,tt0104897,Mo' Money,Peter MacDonald,Mo' Money,1992-01-01,89,5,7932,Action,"Mark Beltzman, Michael C. Claypool, Damon Wayans"
3341,tt0104905,Mom and Dad Save the World,Greg Beeman,Mom and Dad Save the World,1992-01-01,88,5,4944,Adventure,Teri Garr
3343,tt0104919,Travellers,Bahram Beyzaie,Mosaferan,1992-01-01,90,7,1150,Drama,NONE
3344,tt0104922,Motorama,Barry Shils,Motorama,1991-01-01,90,6,2059,Adventure,"Wally Burr, Joseph Minion, Sandy Baron, Jordan Christopher Michael"
3345,tt0104926,Mr. Baseball,Fred Schepisi,Mr. Baseball,1992-01-01,108,6,11792,Comedy,"Yoshimi Imai, John Junkerman, Makoto Kakeda, Tom Selleck"
3346,tt0104928,Mr. Saturday Night,Billy Crystal,Mr. Saturday Night,1992-01-01,119,5,6172,Comedy,"Bill Wendell, Michael Weiner, Billy Crystal"
3348,tt0104940,The Muppet Christmas Carol,Brian Henson,The Muppet Christmas Carol,1992-01-01,85,7,63849,Comedy,"George Giles, Brian Henson, Edward G. Christie, Michael Caine"
3349,tt0104952,My Cousin Vinny,Jonathan Lynn,My Cousin Vinny,1992-01-01,120,7,130073,Comedy,"Fred Gwynne, James Brandon, Joe Pesci"
3351,tt0104962,"Na Deribasovskoy khoroshaya pogoda, ili Na Brayton-Bich opyat idut dozhdi",Leonid Gaidai,"Na Deribasovskoy khoroshaya pogoda, ili Na Brayton-Bich opyat idut dozhdi",1993-01-01,91,6,1978,Action,"Mamuka Kikaleishvili, Pavel Komarov, Aleksei Goltsov, Dmitriy Kharatyan"
3354,tt0104974,"Once Upon a Time, Cinema",Mohsen Makhmalbaf,"Nassereddin Shah, Actor-e Cinema",1992-01-01,92,7,1143,Comedy,"Mohsen Makhmalbaf, Ezzatolah Entezami"
3357,tt0104981,Neon City,Monte Markham,Neon City,1991-01-01,99,5,1115,Action,"Lee Lee Baird, Wayne Brennan, Michael Ironside"
3360,tt0104990,Newsies,Kenny Ortega,Newsies,1992-01-01,121,6,21519,Drama,"Joseph Conrad, Marty Belafsky, William Boyett, Christian Bale"
3361,tt0105001,Night and the City,Irwin Winkler,Night and the City,1992-01-01,105,5,5033,Crime,Robert De Niro
3363,tt0105017,Noises Off...,Peter Bogdanovich,Noises Off...,1992-01-01,101,7,11666,Comedy,"Mark Linn-Baker, Michael Caine"
3364,tt0105019,The Northerners,Alex van Warmerdam,De noorderlingen,1992-01-01,108,7,3204,Comedy,"Leonard Lucieer, Alex van Warmerdam, Jack Wouterse"
3365,tt0105032,Savage Nights,Cyril Collard,Les nuits fauves,1992-01-01,126,6,2340,Biography,"Laura Favali, Romane Bohringer, Cyril Collard"
3367,tt0105046,Of Mice and Men,Gary Sinise,Of Mice and Men,1992-01-01,115,7,44955,Drama,"Sherilyn Fenn, Gary Sinise, John Malkovich"
3370,tt0105059,Only You,Betty Thomas,Only You,1992-01-01,85,5,2872,Comedy,O.B. McClinton
3373,tt0105078,Out on a Limb,Francis Veber,Out on a Limb,1992-01-01,93,5,1931,Comedy,"Robert Burr, John Christian Graas, Deborah Goodrich, Matthew Broderick"
3379,tt0105097,Parenti serpenti,Mario Monicelli,Parenti serpenti,1992-01-01,105,7,1779,Comedy,"Riccardo Scontrini, Eros Ramazzotti, Tommaso Bianco"
3380,tt0105103,Passed Away,Charlie Peters,Passed Away,1992-01-01,96,5,1418,Comedy,"Jessie Keosian, Ruth Jaroslow, Alice Eisner, Bob Hoskins"
3381,tt0105104,Passenger 57,Kevin Hooks,Passenger 57,1992-01-01,84,5,49148,Action,"Parnes Cartwright, Elizabeth Hurley, Robert J. Anderson, Wesley Snipes"
3382,tt0105107,Passion Fish,John Sayles,Passion Fish,1992-01-01,135,7,5811,Drama,"Maggie Renzi, William Mahoney, Mary McDonnell"
3383,tt0105108,Past Midnight,Jan Eliasberg,Past Midnight,1991-01-01,100,5,1435,Drama,"Ted D'Arms, Jan Eliasberg, Rutger Hauer"
3385,tt0105112,Patriot Games,Phillip Noyce,Patriot Games,1992-01-01,117,6,115359,Action,"Patrick Bergin, Andrew Connolly, Anne Archer, Harrison Ford"
3387,tt0105120,Pensavo fosse amore... invece era un calesse,Massimo Troisi,Pensavo fosse amore... invece era un calesse,1991-01-01,113,6,1282,Comedy,"Angelo Orlando, Pia Velsi, Anna Teresa Rossini, Massimo Troisi"
3388,tt0105121,The People Under the Stairs,Wes Craven,The People Under the Stairs,1991-01-01,102,6,36825,Comedy,"Wes Craven, Conni Marie Brazelton, Sandi Sissel, Brandon Quintin Adams"
3390,tt0105130,Peter's Friends,Kenneth Branagh,Peter's Friends,1992-01-01,101,7,11721,Comedy,"Joyce Branagh, Ann Davies, Hugh Laurie"
3392,tt0105137,Piano Piano Kid,Tunç Basaran,Piano Piano Bacaksiz,1991-01-01,81,7,1922,Comedy,"Tunç Basaran, Rutkay Aziz"
3394,tt0105150,The Playboys,Gillies MacKinnon,The Playboys,1992-01-01,117,6,1283,Drama,"Stephen Holland, Albert Finney"
3395,tt0105151,The Player,Robert Altman,The Player,1992-01-01,124,7,62577,Comedy,"Robert Altman, Greta Scacchi, Cathy Lee Crosby, Tim Robbins"
3396,tt0105156,Poison Ivy,Katt Shea,Poison Ivy,1992-01-01,93,5,19163,Drama,"Cheryl Ladd, J.B. Quon, Malcolm Groome, Drew Barrymore"
3397,tt0105159,The Power of One,John G. Avildsen,The Power of One,1992-01-01,127,7,10280,Drama,"Alois Moyo, Simon Fenton, Stephen Dorff"
3398,tt0105165,Prelude to a Kiss,Norman René,Prelude to a Kiss,1992-01-01,105,5,8328,Comedy,"Frank Carillo, Norman René, Ray Gill, Meg Ryan"
3402,tt0105185,Psy,Wladyslaw Pasikowski,Psy,1992-01-01,104,7,5178,Action,"Agnieszka Jaskólka, Witold Bielinski, Zbigniew Bielski, Boguslaw Linda"
3403,tt0105187,The Public Eye,Howard Franklin,The Public Eye,1992-01-01,99,6,4218,Crime,"Roy Eldridge, Marge Kotlisky, David Hull, Joe Pesci"
3404,tt0105188,Puerto Escondido,Gabriele Salvatores,Puerto Escondido,1992-01-01,110,6,1741,Comedy,"Renato Carpentieri, Diego Abatantuono"
3405,tt0105191,Pure Country,Christopher Cain,Pure Country,1992-01-01,112,7,4990,Drama,"Isabel Glasser, Rory Calhoun, Jeffrey R. Fontana, George Strait"
3407,tt0105197,The Story of Qiu Ju,Yimou Zhang,Qiu Ju da guan si,1992-01-01,100,7,6327,Comedy,Gong Li
3413,tt0105217,Raising Cain,Brian De Palma,Raising Cain,1992-01-01,92,6,16630,Crime,"Teri Austin, Mel Harris, John Lithgow"
3414,tt0105219,Rapid Fire,Dwight H. Little,Rapid Fire,1992-01-01,95,6,9938,Action,"Marvin Elkins, Brandon Lee"
3417,tt0105226,Red Rock West,John Dahl,Red Rock West,1993-01-01,98,7,23499,Crime,"John Dahl, Robert Beecher, Babs Bram, Nicolas Cage"
3420,tt0105236,Reservoir Dogs,Quentin Tarantino,Reservoir Dogs,1992-01-01,99,8,1035438,Crime,"Randy Brooks, Harvey Keitel, Quentin Tarantino"
3421,tt0105242,The Resurrected,Dan O'Bannon,The Resurrected,1991-01-01,108,6,4588,Horror,John Terry
3426,tt0105265,A River Runs Through It,Robert Redford,A River Runs Through It,1992-01-01,123,7,62441,Drama,"Philippe Rousselot, Chuck Adamson, Emily Lloyd, Craig Sheffer"
3427,tt0105267,Roadside Prophets,Abbe Wool,Roadside Prophets,1992-01-01,96,6,1360,Adventure,"Ellie Raab, D.J. Bonebrake, Andrew Ranken, John Doe"
3428,tt0105271,Roja,Mani Ratnam,Roja,1992-01-01,137,8,13207,Drama,"Mani Ratnam, Madhoo, Shweta Shetty, Arvind Swami"
3429,tt0105275,Romper Stomper,Geoffrey Wright,Romper Stomper,1992-01-01,94,6,40532,Crime,"Daniel Pollock, Gregory Apps, Jacqueline McKenzie, Russell Crowe"
3431,tt0105287,Sex and Zen,Michael Mak,Yuk po tuen: Tau ching bo gam,1991-01-01,99,5,2598,Comedy,"Amy Yip, Michael Mak, Lawrence Ng"
3432,tt0105291,Ruby,John Mackenzie,Ruby,1992-01-01,110,5,1631,Biography,"Wirt Cain, Tim Green, Danny Aiello"
3434,tt0105306,Desire,Andrew Birkin,Salt on Our Skin,1992-01-01,111,6,1181,Drama,"Petra Berndt, Gene D'Onofrio, Greta Scacchi"
3438,tt0105316,Sarafina!,Darrell Roodt,Sarafina!,1992-01-01,117,6,2078,Drama,"Miriam Makeba, Leleti Khumalo, Whoopi Goldberg"
3439,tt0105323,Scent of a Woman,Martin Brest,Scent of a Woman,1992-01-01,156,8,306487,Drama,"Rochelle Oliver, Martin Brest, Gabrielle Anwar, Al Pacino"
3440,tt0105327,School Ties,Robert Mandel,School Ties,1992-01-01,106,6,25933,Drama,"Amy Locane, Randall Batinkoff, Brendan Fraser"
3441,tt0105328,Schtonk,Helmut Dietl,Schtonk,1992-01-01,115,7,3850,Comedy,"Christiane Hörbiger, Thomas Tipton, Dagmar Manzel, Götz George"
3446,tt0105378,Shadows and Fog,Woody Allen,Shadows and Fog,1991-01-01,85,6,17572,Comedy,"Anne Lange, Katy Dierlam, Woody Allen"
3450,tt0105385,"Justice, My Foot!",Johnnie To,Sam sei goon,1992-01-01,102,6,2939,Action,Stephen Chow
3453,tt0105391,Shining Through,David Seltzer,Shining Through,1992-01-01,132,6,10312,Drama,"Peter Flechtner, Stefan Diepenbrock, Renate Cyll, Michael Douglas"
3454,tt0105394,Shola Aur Shabnam,David Dhawan,Shola Aur Shabnam,1992-01-01,165,6,1118,Action,Govinda
3455,tt0105395,Shootfighter: Fight to the Death,Patrick Alan,Shootfighter: Fight to the Death,1993-01-01,96,5,1352,Action,"Hakim Alston, Dino Homsey, John Barrett, Bolo Yeung"
3458,tt0105402,Sidekicks,Aaron Norris,Sidekicks,1992-01-01,101,5,9283,Action,"Leland Sun, John Buchanan, Steven K. Barnett, Chuck Norris"
3459,tt0105411,Simple Men,Hal Hartley,Simple Men,1992-01-01,105,7,4549,Crime,"Chris Cooke, Karen Sillas, Robert John Burke"
